system,param,current_value,type,sweep_tier,consumed_vec,consumed_tier2,consumed_live,test_status,n_runs_obs,distinct_values_tested,best_value_seen,best_mean_pool_sharpe,priority_rank,suggested_action,suggested_path,sweep_enabled,test_values,user_set_value,notes
tradier,STOCH_CROSS_3M_EXIT_ENABLED,False,bool,DEAD,0,0,0,OBSOLETE,,,,,5,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,STRUCTURAL_RANGE_SHIFT_EXIT,True,bool,ENGINE_SCREEN,0,1,1,TESTED,9795,True|False,True,0.2517,5,CONFIRMED_DEFAULT,"Current value True is the best tested (mean pool_sharpe 0.2517, 9795 runs). Hold; widen range only if seeking marginal gain.",Y,True|False,,
tradier,TF_FOCUS_EXIT_HARD_GATE,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,TRADIER_MI_EXIT_ENABLED_TRADIER,False,bool,ENGINE_SCREEN,0,1,1,TESTED,29985,False|True,False,0,5,CONFIRMED_DEFAULT,"Current value False is the best tested (mean pool_sharpe 0.0, 29985 runs). Hold; widen range only if seeking marginal gain.",Y,True|False,,
tradier,TRADIER_RSI2_EXIT_THRESHOLD_LONG,90,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,45|67.5|90|112.5|135,,
tradier,TRADIER_RSI2_EXIT_THRESHOLD_SHORT,10,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,5|7.5|10|12.5|15,,
tradier,TRADIER_WT_EXIT_MIN_TFS_TRADIER,5,int,ENGINE_SCREEN,0,1,1,TESTED,29985,4|5,4,0,5,RETEST_ADOPT,"History favors TRADIER_WT_EXIT_MIN_TFS_TRADIER=4 (mean pool_sharpe 0.0 over 29985 runs) vs current 5. Re-run Tier-2 OFAT at sample floor to confirm, THEN promote — do not adopt on history alone.",Y,4|5,,
tradier,TRADIER_WT_EXIT_TFS_TRADIER,5m+15m+1h+4h+D,str,ENGINE_SCREEN,0,1,1,TESTED,29985,1h+4h+D|5m+15m+1h+4h+D,5m+15m+1h+4h+D,0,5,CONFIRMED_DEFAULT,"Current value 5m+15m+1h+4h+D is the best tested (mean pool_sharpe 0.0, 29985 runs). Hold; widen range only if seeking marginal gain.",Y,5m+15m+1h+4h+D|1h+4h+D,,
tradier,TRA_NO_LOSS_EXIT,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,TRA_STRICT_EXIT_ONLY,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,TREND_EXIT_SCORE_FLIP,0,int,DEAD,0,0,0,OBSOLETE,,,,,5,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0|0.5|1,,
tradier,TREND_MIN_GAIN_EXIT,0.1,float,DEAD,0,0,0,OBSOLETE,,,,,5,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.05|0.075|0.1|0.125|0.15,,
tradier,V8Q_WT_EXIT_MIN_TFS,2,int,DEAD,0,0,0,OBSOLETE,,,,,5,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1|1.5|2|2.5|3,,
tradier,WT_DC_EXIT_STALE_MAX_S,600,int,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,300|450|600|750|900,,
tradier,WT_DC_EXIT_THRESHOLD,30,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,15|22.5|30|37.5|45,,
tradier,WT_EXIT_MIN_TFS_TRADIER,5,int,ENGINE_SCREEN,0,1,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,2.5|3.75|5|6.25|7.5,,
tradier,WT_EXIT_TFS_TRADIER,5m+15m+1h+4h+D,str,ENGINE_SCREEN,0,1,1,BLOCKED,,,,,5,BLOCKED,Sweepable=False (no test range). Needs a range in baseline spec before it can be screened.,N,,,
tradier,WT_EXIT_VELOCITY_TRADIER,False,bool,DEAD,0,0,0,OBSOLETE,,,,,5,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,WT_EXIT_VEL_THRESHOLD,-6,float,DEAD,0,0,0,OBSOLETE,,,,,5,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,-9|-7.5|-6|-4.5|-3,,
tradier,WT_EXIT_VETO_ENABLED_TRADIER,False,bool,ENGINE_SCREEN,0,1,1,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,WT_W_EXIT_ENABLED,False,bool,ENGINE_SCREEN,0,1,0,UNTESTED,,,,,5,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,ASYMMETRIC_STOPS_ENABLED,False,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,ATR_ADAPTIVE_STOP_ENABLED,True,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,ATR_ADAPTIVE_STOP_MULT,2,float,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1|1.5|2|2.5|3,,
tradier,ATR_ADAPTIVE_STOP_TF,1h,str,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,,,
tradier,BB_FROZEN_STOP_ENABLED,False,bool,VEC_SCREEN,1,1,0,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,BB_FROZEN_STOP_FIELD,lower,str,VEC_SCREEN,1,1,0,BLOCKED,,,,,6,BLOCKED,Sweepable=False (no test range). Needs a range in baseline spec before it can be screened.,N,,,
tradier,BB_FROZEN_STOP_TF,1h,str,VEC_SCREEN,1,1,0,BLOCKED,,,,,6,BLOCKED,Sweepable=False (no test range). Needs a range in baseline spec before it can be screened.,N,,,
tradier,CONNORS_RSI2_TIME_STOP_BARS_DAILY,10,int,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,5|7.5|10|12.5|15,,
tradier,DC4_STOP_GR_HEDGE_OVERRIDE_ENABLED,False,bool,ENGINE_SCREEN,0,1,0,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,DC4_STOP_GR_SCORE_MIN_IND,5,int,ENGINE_SCREEN,0,1,0,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,2.5|3.75|5|6.25|7.5,,
tradier,DC4_STOP_GR_SCORE_MIN_TFS,3,int,ENGINE_SCREEN,0,1,0,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,1.5|2.25|3|3.75|4.5,,
tradier,DC_DAYTRADE_STOP_PCT,0.015,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.0075|0.01125|0.015|0.01875|0.0225,,
tradier,DELTA_SERVICE_BLEED_STOP,True,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,DELTA_SERVICE_TRAILING_STOP,True,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,FROZEN_ACTIVATION_STOP_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,GAP_FILL_STOP_MULT,0.3,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.15|0.225|0.3|0.375|0.45,,
tradier,ORB_STOP_MIDPOINT,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,SCALP_STOP_PCT,9.99,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,4.995|7.4925|9.99|12.4875|14.985,,
tradier,STOP_MAJOR_LOSS_BLOCK_ENABLED,True,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,STOP_MAJOR_LOSS_ENABLED,False,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,TRADIER_DC_DAYTRADE_STOP_PCT,0.005,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.0025|0.00375|0.005|0.00625|0.0075,,
tradier,VERBOSE_STOPS,True,bool,DEAD,0,0,0,OBSOLETE,,,,,6,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,True|False,,
tradier,WT_D_BOUNCE_DD_STOP_ENABLED,True,bool,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,6,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,DELTA_OPTIONS_GIVEBACK_PCT,30,float,DEAD,0,0,0,OBSOLETE,,,,,7,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,15|22.5|30|37.5|45,,
tradier,PEAK_GIVEBACK_DROP_PCT,5,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,7,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,2.5|3.75|5|6.25|7.5,,
tradier,PEAK_GIVEBACK_HARD_ZERO_ENABLED,False,bool,VEC_SCREEN,1,0,1,UNTESTED,,,,,7,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,PEAK_GIVEBACK_MIN_PEAK_PCT,2,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,7,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,1|1.5|2|2.5|3,,
tradier,PEAK_GIVEBACK_NEGATIVE_GAIN_FLOOR_PCT,-0.5,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,7,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,-0.75|-0.625|-0.5|-0.375|-0.25,,
tradier,PEAK_GIVEBACK_PROTECTION_ENABLED,True,bool,VEC_SCREEN,1,0,1,UNTESTED,,,,,7,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,PEAK_GIVEBACK_REQUIRE_NEGATIVE_GAIN,True,bool,VEC_SCREEN,1,0,1,UNTESTED,,,,,7,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,FROZEN_ABSOLUTE_FLOOR_PCT_TRADIER,-8,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,8,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,-12|-10|-8|-6|-4,,
tradier,FROZEN_ACTIVATION_TF,4h,str,LIVE_ONLY,0,0,1,LIVE_ONLY,,,,,8,FORWARD_TEST,"Live-only, no backtest path -> cannot sweep. Forward-test vs live over time; keep current value until live evidence.",N,,,
tradier,MICRO_SCALP_STOCKS_PEAK_FLOOR_PCT,0.6,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,9,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.3|0.45|0.6|0.75|0.9,,
tradier,CT_WT_VELOCITY_1H_MIN,2,float,ENGINE_SCREEN_LIVECALL,0,0,1,TESTED,1018,0.0|0.5|1.0|2.0|3.0|4.0|6.0|10.0,10,5.818,10,RETEST_ADOPT,"History favors CT_WT_VELOCITY_1H_MIN=10.0 (mean pool_sharpe 5.8182 over 1018 runs) vs current 2. Re-run Tier-2 OFAT at sample floor to confirm, THEN promote — do not adopt on history alone.",Y,0|0.5|1|2|3|4|6|10,,
tradier,CT_WT_VELOCITY_GATE_ENABLED,False,bool,ENGINE_SCREEN_LIVECALL,0,0,1,TESTED,1673,True|False,False,2.264,10,CONFIRMED_DEFAULT,"Current value False is the best tested (mean pool_sharpe 2.2644, 1673 runs). Hold; widen range only if seeking marginal gain.",Y,True|False,,
tradier,PYRAMID_MIN_WT_VEL_1H,2,float,DEAD,0,0,0,OBSOLETE,,,,,10,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1|1.5|2|2.5|3,,
tradier,WT_VEL_DECEL_RATIO,0.5,float,VEC_SCREEN,1,1,1,UNTESTED,,,,,10,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.25|0.375|0.5|0.625|0.75,,
tradier,WT_VEL_USE_DECEL_RATIO_ONLY,True,bool,VEC_SCREEN,1,0,1,UNTESTED,,,,,10,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,True|False,,
tradier,ADAPTIVE_REGIME_DC_BREAKDOWN_THRESHOLD,0.1,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.05|0.075|0.1|0.125|0.15,,
tradier,ADAPTIVE_REGIME_DC_BREAKOUT_THRESHOLD,0.9,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.45|0.675|0.9|1.125|1.35,,
tradier,ADX_RANGING_THRESHOLD,20,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,10|15|20|25|30,,
tradier,ADX_TRENDING_THRESHOLD,25,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,12.5|18.75|25|31.25|37.5,,
tradier,BB_ENTRY_LONG_THRESHOLD,0.3,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.15|0.225|0.3|0.375|0.45,,
tradier,BB_ENTRY_SHORT_THRESHOLD,0.7,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.35|0.525|0.7|0.875|1.05,,
tradier,BB_SQUEEZE_THRESHOLD_15M,0.025,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.0125|0.01875|0.025|0.03125|0.0375,,
tradier,BB_SQUEEZE_THRESHOLD_1H,0.03,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.015|0.0225|0.03|0.0375|0.045,,
tradier,BOUNCE_AUGMENT_K_D_THRESHOLD,45,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,22.5|33.75|45|56.25|67.5,,
tradier,BOUNCE_TOP_MIN_HOLD_MINUTES,1440,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,720|1080|1440|1800|2160,,
tradier,BREAKOUT_GUARD_LOSS_THRESHOLD,-999,float,ENGINE_SCREEN,0,1,0,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,-1498.5|-1248.75|-999|-749.25|-499.5,,
tradier,CHOP_RANGING_THRESHOLD,61.8,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,30.9|46.35|61.8|77.25|92.7,,
tradier,CHOP_TRENDING_THRESHOLD,38.2,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,19.1|28.65|38.2|47.75|57.3,,
tradier,CONNORS_RSI2_THRESHOLD,10,float,VEC_SCREEN,1,0,0,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,5|7.5|10|12.5|15,,
tradier,CONNORS_RSI_ENTRY_THRESHOLD,10,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,5|7.5|10|12.5|15,,
tradier,CONNORS_RSI_MAX_HOLD_DAYS,20,int,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,10|15|20|25|30,,
tradier,CONVICTION_SHORT_THRESHOLD,20,int,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,10|15|20|25|30,,
tradier,CRYPTO_SPIKE_FADE_THRESHOLD_PCT,10,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,5|7.5|10|12.5|15,,
tradier,DC_DAYTRADE_MAX_HOLD_MINUTES,240,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,120|180|240|300|360,,
tradier,DC_MOMENT_STRONG_THRESHOLD,40,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,20|30|40|50|60,,
tradier,DC_POSITION_ENTRY_THRESHOLD,0.25,float,ENGINE_SCREEN,0,1,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.125|0.1875|0.25|0.3125|0.375,,
tradier,DELTA_ENTRY_ACCEL_THRESHOLD,0.3,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.15|0.225|0.3|0.375|0.45,,
tradier,DELTA_ENTRY_Z_THRESHOLD,2.5,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,1.25|1.875|2.5|3.125|3.75,,
tradier,DELTA_LT_ENTRY_ACCEL_THRESHOLD,0,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0|0.5|1,,
tradier,DELTA_LT_ENTRY_Z_THRESHOLD,2,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,1|1.5|2|2.5|3,,
tradier,DELTA_MAX_HOLD_BARS,0,int,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0|0.5|1,,
tradier,DELTA_OPTIONS_MAX_HOLD,240,int,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,120|180|240|300|360,,
tradier,DELTA_PYRAMID_ACCEL_THRESHOLD,0.2,float,ENGINE_SCREEN_LIVECALL,0,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.1|0.15|0.2|0.25|0.3,,
tradier,DELTA_REENTRY_Z_THRESHOLD,1,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.5|0.75|1|1.25|1.5,,
tradier,DELTA_TF_Z_THRESHOLD,1.5,float,VEC_SCREEN,1,0,1,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,0.75|1.125|1.5|1.875|2.25,,
tradier,EMA20_SLOPE_SHORT_THRESHOLD_1H,0.05,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.025|0.0375|0.05|0.0625|0.075,,
tradier,EMA_DIST_LONG_THRESHOLD,-1,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,-1.5|-1.25|-1|-0.75|-0.5,,
tradier,EMA_DIST_SHORT_THRESHOLD,1,float,DEAD,0,0,0,OBSOLETE,,,,,11,OBSOLETE,Referenced in no engine/live source -> dead knob. Ignore; candidate for removal once config unlocked. Do NOT sweep (0-effect lying rows).,N,0.5|0.75|1|1.25|1.5,,
tradier,FAST_CUT_LOSS_THRESHOLD,-999,float,ENGINE_SCREEN,0,1,0,UNTESTED,,,,,11,SCREEN_HIGH,UNTESTED churn/exit/entry/sizing lever -> HIGH priority Tier-2 OFAT (biggest gain/mo + sharpe leverage). Screen first.,Y,-1498.5|-1248.75|-999|-749.25|-499.5,,
