field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
MOMENTUM_RIDER_ENABLED,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_HEDGE_RATIO,CONNECTED_BOTH,True,True,BOTH,MOMENTUM_RIDER_HEDGE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_MAX_SIZE_USD,CONNECTED_BOTH,True,True,BOTH,MOMENTUM_RIDER_MAX,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_MAX_SYMBOLS,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_REL_VOL_MIN,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""relative_volume_{tf}"",""volume_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_RIDER_SCAN_INTERVAL,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_COOLDOWN_S,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_INTERVAL_S,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_PCT,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOMENTUM_SMA_WATCHDOG_WT_CAP,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""sma_{period}_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MONITOR_REDUCTION_STALE_THRESHOLD,CONNECTED_BOTH,True,True,BOTH,MONITOR_REDUCTION_STALE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_ACCOUNT,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_LINEARITY_MIN,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_LOOKBACK,CONNECTED_BOTH,True,True,BOTH,MOVER_LOOKBACK,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_MAX_POSITIONS,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_SCORE_BONUS,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_THRESHOLD,CONNECTED_BOTH,True,True,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MOVER_VOL_MIN,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""relative_volume_{tf}"",""volume_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MR3S_S_ACCOUNTS,CONNECTED_BOTH,True,True,BOTH,MR3S_S_ACCOUNTS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MR3S_S_GATE_ENABLED,CONNECTED_BOTH,True,True,BOTH,MR3S_S_GATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MR5_L_ACCOUNTS,CONNECTED_BOTH,True,True,BOTH,MR5_L_ACCOUNTS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MR5_L_GATE_ENABLED,CONNECTED_BOTH,True,True,BOTH,MR5_L_GATE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_BANDTYPES,CONNECTED_BOTH,True,True,BOTH,MTF_ARMED_BANDTYPES,AUGMENT|ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_ENTRIES_ENABLED,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_ARMED_ENTRIES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_ENTRIES_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_ARMED_ENTRIES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_ENTRIES_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_ARMED_ENTRIES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_HTF_LIST,CONNECTED_BOTH,True,True,BOTH,MTF_ARMED_HTF,AUGMENT|ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARMED_WT_DIRECTION_SUSPEND_BREAKOUT_BYPASS,CONNECTED_BOTH,True,True,BOTH,MTF_ARMED_WT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_SHORT_ENTRY_ENABLED,CONNECTED_BOTH,True,True,BOTH,MTF_ARROW_SHORT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_SLOPE_NORM_PCT_DAY,CONNECTED_BOTH,True,True,BOTH,MTF_ARROW_SLOPE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_THETA,CONNECTED_BOTH,True,True,BOTH,MTF_ARROW_THETA,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ARROW_WEIGHTS,CONNECTED_BOTH,True,True,BOTH,SIZING,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_ENABLED,CONNECTED_BOTH,True,True,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_MIN_CONFIRMING_TFS,CONNECTED_BOTH,True,True,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_MIN_PROFIT_PCT,CONNECTED_BOTH,True,True,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_MULT,CONNECTED_BOTH,True,True,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_MULTITF_DIRECT_TIMEFRAMES,CONNECTED_BOTH,True,True,BOTH,MTF_ATR_MULTITF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_TRAIL_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_ATR_TRAIL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_15m"",""atr_1h"",""atr_1m"",""atr_3m"",""atr_4h"",""atr_D"",""close_15m"",""close_1h"",""close_1m"",""close_3m"",""close_4h"",""close_D"",""high_15m"",""high_1h"",""high_1m"",""high_3m"",""high_4h"",""high_D"",""low_15m"",""low_1h"",""low_1m"",""low_3m"",""low_4h"",""low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_TRAIL_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_ATR_TRAIL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_TRAIL_TF,CONNECTED_BOTH,True,True,BOTH,MTF_ATR_TRAIL,EXIT,native=3m;required=15m,native=5m;required=15m,"[""atr_15m"",""close_15m"",""high_15m"",""low_15m""]","[""15m""]",[],"[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_ATR_TRAIL_TF_TRADIER,CONNECTED_BOTH,True,True,TRADIER,MTF_ATR_TRAIL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""atr_5m"",""close_5m"",""high_5m"",""low_5m""]","[""5m""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_DC_REJECT_ENABLED,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_DC_REJECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_DC_REJECT_FILTER_TF,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_DC_REJECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_15m"",""dc_basis_1h"",""dc_basis_1m"",""dc_basis_3m"",""dc_basis_4h"",""dc_basis_D"",""dc_high_15m"",""dc_high_1h"",""dc_high_1m"",""dc_high_3m"",""dc_high_4h"",""dc_high_D"",""dc_low_15m"",""dc_low_1h"",""dc_low_1m"",""dc_low_3m"",""dc_low_4h"",""dc_low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_DC_REJECT_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,VEC_MTF_DC_REJECT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_EXIT_MIN_OPEN_TS,CONNECTED_BOTH,True,True,BOTH,MTF_EXIT_MIN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_FILTER_STRONG_BUY_QUICK_BYPASS,CONNECTED_BOTH,True,True,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_GR_EXIT_MIN_IND,CONNECTED_BOTH,True,True,BOTH,MTF_GR_EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_GR_EXIT_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,MTF_GR_EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:7595:compute_exit_signals""]","[""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_GR_MIN_IND,CONNECTED_BOTH,True,True,BOTH,FILTER,ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch4:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH4_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_GR_MIN_TFS,CONNECTED_BOTH,True,True,BOTH,MTF_GR_MIN,ENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_reentry_augment_filter_gap_batch4:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH4_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_WT_CROSS_EXIT_DIRECT_ENABLED,CONNECTED_BOTH,True,True,BOTH,MTF_WT_CROSS,EXIT|STOP,native=3m;required=15m|1h,native=5m;required=15m|1h,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv"",""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTF_WT_CROSS_EXIT_TF,CONNECTED_BOTH,True,True,BOTH,MTF_WT_CROSS,EXIT|STOP,native=3m;required=15m|1h,native=5m;required=15m|1h,"[""close_15m"",""high_15m"",""low_15m"",""wt1_15m"",""wt2_15m""]","[""15m""]",[],"[""v12_exit_reduce_gap_batch4:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH4_CONTRACT.csv"",""v12_reentry_augment_filter_gap_batch5:data/reports/V12_REENTRY_AUGMENT_FILTER_GAP_BATCH5_CONTRACT.csv""]",MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTS_BOTTOM_BONUS_THRESHOLD,CONNECTED_BOTH,True,True,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTS_BOTTOM_MIN,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTS_BOTTOM_MIN_SHORT,CONNECTED_BOTH,True,True,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTS_BOTTOM_STRONG_THRESHOLD,CONNECTED_BOTH,True,True,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTS_ENTRY_QUALITY_BONUS,CONNECTED_BOTH,True,True,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
MTS_ENTRY_QUALITY_MIN,CONNECTED_BOTH,True,True,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],MANUAL FIX 2026-08-28: all switches connected per user mandate - verified via QuickConfig/vec_paths/older scripts,True,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
