param,family,main_switch,activation_dependencies,master_resolution,group,registry_role,role,kind,default,test_values,default_control_present,grid_repair_reasons,screen_backends,differential_readiness,deployment_scope,binding_evidence,static_read_sites,promotion_blockers,precedence_layer,precedence_order,retest_class,description,description_source,switch_guidance,per_symbol_live_read,consumed_by,invalidates_layers,requires_controls
LIVE_INDICATOR_MAX_BARS_PER_TF,LIVE_INDICATOR_MAX,,[],STANDALONE_OR_UNRESOLVED,OTHER,TF,TF,num,600,"[300, 450, 600, 750, 900]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_indicators.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER TF — sets the cross-cutting live indicator maximum bars per timeframe regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LOCAL_EXTREMES_MIN_SCORE,LOCAL_EXTREMES_MIN,,[],STANDALONE_OR_UNRESOLVED,OTHER,FILTER,FILTER,num,45.0,"[15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting local extremes minimum score regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_ENTRY_ENABLED,LR_BAND_ENTRY,,[],SELF_MASTER,ENTRY,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,ENTRY MAIN SWITCH — turns the lr band entry enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_ENTRY_LO,LR_BAND_ENTRY,LR_BAND_ENTRY_ENABLED,"[""LR_BAND_ENTRY_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,ENTRY,SUB_SETTING,SUB_SETTING,num,0.3,"[0.15, 0.225, 0.3, 0.375, 0.45]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],ENTRY_SOURCE,20,ENTRY_AND_DOWNSTREAM,ENTRY SUB SETTING — sets the lr band entry lo entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; entry-count polarity is empirical.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_ENTRY_PRIORITY,LR_BAND_ENTRY,LR_BAND_ENTRY_ENABLED,"[""LR_BAND_ENTRY_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,ENTRY,MAIN_SWITCH,FILTER,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],ENTRY_FILTER,30,ENTRY_AND_DOWNSTREAM,ENTRY FILTER — sets the lr band entry priority entry condition/value used to admit opens or adds; changing it changes the trade population consumed by every later exit and reentry; off=False; global-only.,GENERATED_CONSERVATIVE,Tighten to reduce qualifying entries; loosen to restore trades; verify polarity.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_ENTRY_R2_MIN,LR_BAND_ENTRY,LR_BAND_ENTRY_ENABLED,"[""LR_BAND_ENTRY_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,EXIT,FILTER,FILTER,num,0.7,"[0.35, 0.525, 0.7, 0.875, 1.05]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,EXIT FILTER — sets the lr band entry r2 minimum close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_HARVEST_ENABLED,LR_BAND_HARVEST,,[],SELF_MASTER,EXIT,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,EXIT MAIN SWITCH — turns the lr band harvest enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_HARVEST_FRAC,LR_BAND_HARVEST,LR_BAND_HARVEST_ENABLED,"[""LR_BAND_HARVEST_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,EXIT,SUB_SETTING,SUB_SETTING,num,0.25,"[0.125, 0.1875, 0.25, 0.3125, 0.375]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_SOURCE,40,EXIT_REENTRY_BUNDLE,EXIT SUB SETTING — sets the lr band harvest frac close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; rank close timing only with paired reentry.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_HARVEST_HI,LR_BAND_HARVEST,LR_BAND_HARVEST_ENABLED,"[""LR_BAND_HARVEST_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,EXIT,SUB_SETTING,SUB_SETTING,num,0.7,"[0.35, 0.525, 0.7, 0.875, 1.05]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_SOURCE,40,EXIT_REENTRY_BUNDLE,EXIT SUB SETTING — sets the lr band harvest hi close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Sweep a bounded typed range; rank close timing only with paired reentry.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_LADDER_ABOVE_TOP_MULT,LR_BAND_LADDER,LR_BAND_LADDER_ENABLED,"[""LR_BAND_LADDER_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,SIZING,SUB_SETTING,SUB_SETTING,num,-1.0,"[-1.5, -1.25, -1.0, -0.75, -0.5]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the lr band ladder above top multiplier deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_LADDER_BELOW_BOTTOM_MULT,LR_BAND_LADDER,LR_BAND_LADDER_ENABLED,"[""LR_BAND_LADDER_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,SIZING,SUB_SETTING,SUB_SETTING,num,0.0,"[0.0, 0.5, 1.0]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the lr band ladder below bottom multiplier deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_LADDER_BOTTOM_MULT,LR_BAND_LADDER,LR_BAND_LADDER_ENABLED,"[""LR_BAND_LADDER_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,SIZING,SUB_SETTING,SUB_SETTING,num,10.0,"[5.0, 7.5, 10.0, 12.5, 15.0]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the lr band ladder bottom multiplier deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_LADDER_CENTER,LR_BAND_LADDER,LR_BAND_LADDER_ENABLED,"[""LR_BAND_LADDER_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,OTHER,SUB_SETTING,SUB_SETTING,num,0.5,"[0.25, 0.375, 0.5, 0.625, 0.75]",True,[],"[""EXACT_V8""]",BINDING_PROBE_REQUIRED,GLOBAL_ONLY,TOKEN_ONLY_LIVE_REFERENCE,{},"[""DIRECT_BINDING_PROOF_REQUIRED""]",CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER SUB SETTING — sets the cross-cutting lr band ladder center regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only. BINDING UNPROVEN — the name appears in live sources but no direct config read was found; require an exact differential fingerprint.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_LADDER_ENABLED,LR_BAND_LADDER,,[],SELF_MASTER,OTHER,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,PER_SYMBOL,DIRECT_LIVE_CONFIG_READ,"{""exact_wrapper"": [""backtest_v8_engine.py""], ""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,OTHER MAIN SWITCH — turns the lr band ladder enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; per-symbol.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,True,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_LADDER_TOP_MULT,LR_BAND_LADDER,LR_BAND_LADDER_ENABLED,"[""LR_BAND_LADDER_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,SIZING,SUB_SETTING,SUB_SETTING,num,3.0,"[1.5, 2.25, 3.0, 3.75, 4.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the lr band ladder top multiplier deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_REGIME_ENABLED,LR_BAND_REGIME,,[],SELF_MASTER,OTHER,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,OTHER MAIN SWITCH — turns the lr band regime enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_REGIME_MAX_PB,LR_BAND_REGIME,LR_BAND_REGIME_ENABLED,"[""LR_BAND_REGIME_ENABLED""]",VERIFIED_PREFIX_OR_EXPLICIT,OTHER,FILTER,FILTER,num,0.6,"[0.3, 0.45, 0.6, 0.75, 0.9]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER FILTER — sets the cross-cutting lr band regime maximum pb regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SIZE_DEPTH_GAIN,LR_BAND_SIZE,,[],STANDALONE_OR_UNRESOLVED,SIZING,SUB_SETTING,SUB_SETTING,num,1.0,"[0.5, 0.75, 1.0, 1.25, 1.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the lr band size depth gain deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SIZE_MAX,LR_BAND_SIZE,,[],STANDALONE_OR_UNRESOLVED,SIZING,FILTER,FILTER,num,3.0,"[1.5, 2.25, 3.0, 3.75, 4.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING FILTER — sets the lr band size maximum deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SIZE_SLOPE_GAIN,LR_BAND_SIZE,,[],STANDALONE_OR_UNRESOLVED,SIZING,SUB_SETTING,SUB_SETTING,num,1.0,"[0.5, 0.75, 1.0, 1.25, 1.5]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],SIZING,70,CAPITAL_METRIC_REPLAY,"SIZING SUB SETTING — sets the lr band size slope gain deployment/quantity value; signal count may stay fixed but fills, capacity, drawdown and return must be replayed; off=None; global-only.",GENERATED_CONSERVATIVE,"Use for deployment/capacity, not to manufacture entry/exit alpha.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SLOPE_FLIP_EXIT_ENABLED,LR_BAND_SLOPE,,[],SELF_MASTER,EXIT,MAIN_SWITCH,MAIN_SWITCH,bool,False,"[true, false]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],FAMILY_MASTER,10,FAMILY_AND_DOWNSTREAM,EXIT MAIN SWITCH — turns the lr band slope flip exit enabled action family on/off; its OFF control must remove that family's actions before any dependent setting is ranked; off=False; global-only.,GENERATED_CONSERVATIVE,Prove off/on changes the exact trade fingerprint before testing sub-settings.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""FAMILY_MASTER"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING"", ""CROSS_CUTTING_GUARD""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SLOPE_FLIP_MIN_HOLD_MIN,LR_BAND_SLOPE,,[],STANDALONE_OR_UNRESOLVED,EXIT,FILTER,FILTER,num,240.0,"[120.0, 180.0, 240.0, 300.0, 360.0]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,EXIT FILTER — sets the lr band slope flip minimum hold minimum close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SLOPE_FLIP_MIN_PCT_DAY,LR_BAND_SLOPE,,[],STANDALONE_OR_UNRESOLVED,EXIT,FILTER,FILTER,num,0.05,"[0.025, 0.0375, 0.05, 0.0625, 0.075]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],EXIT_FILTER,50,EXIT_REENTRY_BUNDLE,EXIT FILTER — sets the lr band slope flip minimum percent day close/reduce condition or value; it must be measured with a frozen entry population and paired reentry; off=None; global-only.,GENERATED_CONSERVATIVE,Tighten to delay/fewer exits; loosen for earlier/more exits; measure.,False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
LR_BAND_SLOPE_NORM_PCT_DAY,LR_BAND_SLOPE,,[],STANDALONE_OR_UNRESOLVED,OTHER,SUB_SETTING,SUB_SETTING,num,0.3,"[0.15, 0.225, 0.3, 0.375, 0.45]",True,[],"[""EXACT_V8""]",READY_EXACT_ONLY,GLOBAL_ONLY,DIRECT_LIVE_CONFIG_READ,"{""live_decision"": [""tradier_manage.py""]}",[],CROSS_CUTTING_GUARD,15,CROSS_CUTTING_BUNDLE,"OTHER SUB SETTING — sets the cross-cutting lr band slope norm percent day regime/alignment/risk condition or value; because it may gate several action families, use a same-fold complete-bundle control; off=None; global-only.",GENERATED_CONSERVATIVE,"Numeric polarity is signal-dependent; screen a bounded range, never guess.",False,"{""live"": true, ""tier2"": false, ""vec"": false}","[""CROSS_CUTTING_GUARD"", ""ENTRY_SOURCE"", ""ENTRY_FILTER"", ""EXIT_SOURCE"", ""EXIT_FILTER"", ""REENTRY"", ""SIZING""]","[""CONTRACT_DATA_CAUSALITY"", ""CONTRACT_SIDE_ACCOUNT"", ""CONTRACT_CAPITAL_COST"", ""CONTRACT_BASELINE_CONTROL""]"
